_id,INDEX_,ARREST_YEAR,DIVISION,HOOD_158,NEIGHBOURHOOD_158,SEX,AGE_COHORT,AGE_GROUP,CATEGORY,SUBTYPE,ARREST_COUNT
819,1018,2014,D12,028,Rustic (28),Female,35 to 44,Adult,Other Criminal Code Violations,Other,4
820,1019,2014,D12,028,Rustic (28),Female,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
821,1020,2014,D12,028,Rustic (28),Female,45 to 54,Adult,Total Arrests,Total Arrests,2
822,1021,2014,D12,028,Rustic (28),Female,45 to 54,Adult,Other Criminal Code Violations,Other,1
823,1022,2014,D12,028,Rustic (28),Male,<18,Youth,Other Criminal Code Violations,Other,14
824,1023,2014,D12,028,Rustic (28),Male,<18,Youth,Crimes Against the Person,Sexual Violations,4
825,1024,2014,D12,028,Rustic (28),Male,<18,Youth,Crimes Against the Person,Assaults,1
826,1025,2014,D12,028,Rustic (28),Male,<18,Youth,Crimes Against Property,Other,4
827,1026,2014,D12,028,Rustic (28),Male,<18,Youth,Crimes Against the Person,Robbery,4
828,1027,2014,D12,028,Rustic (28),Male,<18,Youth,Total Arrests,Total Arrests,27
829,1028,2014,D12,028,Rustic (28),Male,<18,Youth,Controlled Drugs and Substances Act,Other,5
830,1029,2014,D12,028,Rustic (28),Male,<18,Youth,Crimes Against the Person,Other,1
831,1030,2014,D12,028,Rustic (28),Male,<18,Youth,Crimes Against Property,Theft Under $5000,6
832,1031,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,1
833,1032,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Crimes Against the Person,Robbery,2
834,1033,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Crimes Against Property,Other,7
835,1034,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Crimes Against the Person,Assaults,8
836,1035,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,4
837,1036,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,9
838,1037,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Crimes Against the Person,Other,1
839,1038,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
840,1039,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Criminal Code Traffic,Refuse Sample,1
841,1040,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Criminal Code Traffic,Dangerous Driving,1
842,1041,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Crimes Against the Person,Firearm-Related,2
843,1042,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Total Arrests,Total Arrests,33
844,1043,2014,D12,028,Rustic (28),Male,18 to 24,Adult,Other Criminal Code Violations,Other,17
845,1044,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Criminal Code Traffic,Dangerous Driving,2
846,1045,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,2
847,1046,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Criminal Code Traffic,Refuse Sample,1
848,1047,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Total Arrests,Total Arrests,24
849,1048,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Other Criminal Code Violations,Other,13
850,1049,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Other Criminal Code Violations,Firearm-Related,1
851,1050,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Criminal Code Traffic,Fail to Remain,1
852,851,2014,D11,171,Junction-Wallace Emerson (171),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,1
853,902,2014,D11,172,Dovercourt Village (172),Male,<18,Youth,Crimes Against the Person,Robbery,2
854,903,2014,D11,172,Dovercourt Village (172),Male,<18,Youth,Total Arrests,Total Arrests,2
855,904,2014,D11,172,Dovercourt Village (172),Male,18 to 24,Adult,Total Arrests,Total Arrests,2
856,905,2014,D11,172,Dovercourt Village (172),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,1
857,906,2014,D11,172,Dovercourt Village (172),Male,18 to 24,Adult,Other Criminal Code Violations,Other,1
858,907,2014,D11,172,Dovercourt Village (172),Male,18 to 24,Adult,Crimes Against the Person,Robbery,1
859,908,2014,D11,172,Dovercourt Village (172),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
860,909,2014,D11,172,Dovercourt Village (172),Male,18 to 24,Adult,Crimes Against Property,Other,1
861,910,2014,D11,172,Dovercourt Village (172),Male,25 to 34,Adult,Total Arrests,Total Arrests,1
862,911,2014,D11,172,Dovercourt Village (172),Male,25 to 34,Adult,Other Criminal Code Violations,Other,1
863,912,2014,D11,172,Dovercourt Village (172),Male,45 to 54,Adult,Total Arrests,Total Arrests,1
864,913,2014,D11,172,Dovercourt Village (172),Male,45 to 54,Adult,Other Criminal Code Violations,Other,1
865,914,2014,D11,NSA,NSA,Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
866,915,2014,D11,NSA,NSA,Female,18 to 24,Adult,Total Arrests,Total Arrests,2
867,916,2014,D11,NSA,NSA,Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
868,917,2014,D11,NSA,NSA,Male,18 to 24,Adult,Crimes Against Property,Other,2
869,918,2014,D11,NSA,NSA,Male,18 to 24,Adult,Crimes Against the Person,Assaults,1
870,919,2014,D11,NSA,NSA,Male,18 to 24,Adult,Crimes Against the Person,Other,1
871,920,2014,D11,NSA,NSA,Male,18 to 24,Adult,Total Arrests,Total Arrests,2
872,921,2014,D11,NSA,NSA,Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,1
873,922,2014,D11,NSA,NSA,Male,25 to 34,Adult,Crimes Against the Person,Other,1
874,923,2014,D11,NSA,NSA,Male,25 to 34,Adult,Crimes Against Property,Break and Enter,1
875,924,2014,D11,NSA,NSA,Male,25 to 34,Adult,Crimes Against Property,Other,1
876,925,2014,D11,NSA,NSA,Male,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
877,926,2014,D11,NSA,NSA,Male,25 to 34,Adult,Total Arrests,Total Arrests,3
878,927,2014,D11,NSA,NSA,Male,25 to 34,Adult,Other Criminal Code Violations,Other,2
879,928,2014,D11,NSA,NSA,Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,1
880,929,2014,D11,NSA,NSA,Male,45 to 54,Adult,Total Arrests,Total Arrests,1
881,930,2014,D12,023,Pelmo Park-Humberlea (23),Female,<18,Youth,Crimes Against Property,Theft Under $5000,9
882,931,2014,D12,023,Pelmo Park-Humberlea (23),Female,<18,Youth,Crimes Against Property,Theft Over $5000,1
883,932,2014,D12,023,Pelmo Park-Humberlea (23),Female,<18,Youth,Total Arrests,Total Arrests,10
884,933,2014,D12,023,Pelmo Park-Humberlea (23),Female,18 to 24,Adult,Crimes Against Property,Other,1
885,934,2014,D12,023,Pelmo Park-Humberlea (23),Female,18 to 24,Adult,Crimes Against the Person,Assaults,2
886,935,2014,D12,023,Pelmo Park-Humberlea (23),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,5
887,936,2014,D12,023,Pelmo Park-Humberlea (23),Female,18 to 24,Adult,Total Arrests,Total Arrests,7
888,937,2014,D12,023,Pelmo Park-Humberlea (23),Female,25 to 34,Adult,Total Arrests,Total Arrests,11
889,938,2014,D12,023,Pelmo Park-Humberlea (23),Female,25 to 34,Adult,Crimes Against the Person,Assaults,1
890,939,2014,D12,023,Pelmo Park-Humberlea (23),Female,25 to 34,Adult,Crimes Against Property,Other,1
891,940,2014,D12,023,Pelmo Park-Humberlea (23),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,10
892,941,2014,D12,023,Pelmo Park-Humberlea (23),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
893,942,2014,D12,023,Pelmo Park-Humberlea (23),Female,35 to 44,Adult,Total Arrests,Total Arrests,10
894,852,2014,D11,171,Junction-Wallace Emerson (171),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4
895,943,2014,D12,023,Pelmo Park-Humberlea (23),Female,35 to 44,Adult,Crimes Against Property,Other,1
896,944,2014,D12,023,Pelmo Park-Humberlea (23),Female,35 to 44,Adult,Other Criminal Code Violations,Other,1
897,945,2014,D12,023,Pelmo Park-Humberlea (23),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,9
898,946,2014,D12,023,Pelmo Park-Humberlea (23),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,4
899,947,2014,D12,023,Pelmo Park-Humberlea (23),Female,45 to 54,Adult,Other Criminal Code Violations,Other,1
900,948,2014,D12,023,Pelmo Park-Humberlea (23),Female,45 to 54,Adult,Total Arrests,Total Arrests,4
901,949,2014,D12,023,Pelmo Park-Humberlea (23),Female,55 to 64,Adult,Crimes Against Property,Fraud,1
902,950,2014,D12,023,Pelmo Park-Humberlea (23),Female,55 to 64,Adult,Total Arrests,Total Arrests,3
903,853,2014,D11,171,Junction-Wallace Emerson (171),Male,25 to 34,Adult,Crimes Against the Person,Assaults,24
904,854,2014,D11,171,Junction-Wallace Emerson (171),Male,25 to 34,Adult,Other Criminal Code Violations,Other,35
905,855,2014,D11,171,Junction-Wallace Emerson (171),Male,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,2
906,856,2014,D11,171,Junction-Wallace Emerson (171),Male,25 to 34,Adult,Crimes Against Property,Other,19
907,857,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Other Criminal Code Violations,Other,30
908,858,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5
909,859,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Crimes Against the Person,Assaults,17
910,860,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,1
911,861,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Crimes Against the Person,Robbery,2
912,862,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,3
913,863,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,6
914,864,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,11
915,865,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Crimes Against Property,Other,9
916,866,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Crimes Against Property,Fraud,2
917,867,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Crimes Against the Person,Other,8
918,868,2014,D11,171,Junction-Wallace Emerson (171),Male,35 to 44,Adult,Total Arrests,Total Arrests,59
919,869,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Crimes Against the Person,Firearm-Related,1
920,870,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Crimes Against the Person,Assaults,23
921,871,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Total Arrests,Total Arrests,71
922,872,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Crimes Against Property,Other,14
923,873,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,4
924,874,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Criminal Code Traffic,Dangerous Driving,2
925,875,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,13
926,876,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,1
927,877,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,1
928,878,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Other Criminal Code Violations,Firearm-Related,1
929,879,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Other Criminal Code Violations,Other,39
930,880,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Crimes Against Property,Fraud,2
931,881,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Crimes Against the Person,Other,10
932,882,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,7
933,883,2014,D11,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6
934,884,2014,D11,171,Junction-Wallace Emerson (171),Male,55 to 64,Adult,Crimes Against Property,Break and Enter,1
935,885,2014,D11,171,Junction-Wallace Emerson (171),Male,55 to 64,Adult,Crimes Against the Person,Assaults,6
936,886,2014,D11,171,Junction-Wallace Emerson (171),Male,55 to 64,Adult,Crimes Against the Person,Other,1
937,887,2014,D11,171,Junction-Wallace Emerson (171),Male,55 to 64,Adult,Other Criminal Code Violations,Other,4
938,888,2014,D11,171,Junction-Wallace Emerson (171),Male,55 to 64,Adult,Crimes Against Property,Other,3
939,889,2014,D11,171,Junction-Wallace Emerson (171),Male,55 to 64,Adult,Total Arrests,Total Arrests,12
940,890,2014,D11,171,Junction-Wallace Emerson (171),Male,55 to 64,Adult,Controlled Drugs and Substances Act,Other,4
941,891,2014,D11,171,Junction-Wallace Emerson (171),Male,65+,Adult,Controlled Drugs and Substances Act,Other,2
942,892,2014,D11,171,Junction-Wallace Emerson (171),Male,65+,Adult,Total Arrests,Total Arrests,9
943,893,2014,D11,171,Junction-Wallace Emerson (171),Male,65+,Adult,Criminal Code Traffic,Refuse Sample,1
944,894,2014,D11,171,Junction-Wallace Emerson (171),Male,65+,Adult,Crimes Against the Person,Assaults,2
945,895,2014,D11,171,Junction-Wallace Emerson (171),Male,65+,Adult,Crimes Against Property,Theft Under $5000,1
946,896,2014,D11,171,Junction-Wallace Emerson (171),Male,65+,Adult,Crimes Against the Person,Other,3
947,897,2014,D11,171,Junction-Wallace Emerson (171),Male,65+,Adult,Crimes Against the Person,Sexual Violations,1
948,898,2014,D11,171,Junction-Wallace Emerson (171),Male,65+,Adult,Other Criminal Code Violations,Other,2
949,899,2014,D11,171,Junction-Wallace Emerson (171),Male,65+,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
950,900,2014,D11,171,Junction-Wallace Emerson (171),Male,65+,Adult,Crimes Against Property,Other,1
951,1051,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Crimes Against Property,Other,2
952,1052,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Crimes Against the Person,Assaults,6
953,1053,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,6
954,1054,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,4
955,1055,2014,D12,028,Rustic (28),Male,25 to 34,Adult,Crimes Against the Person,Other,1
956,1056,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Crimes Against the Person,Assaults,3
957,1057,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Crimes Against Property,Other,3
958,1058,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Criminal Code Traffic,Refuse Sample,1
959,1059,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,4
960,1060,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,1
961,1061,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,1
962,1062,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Other Criminal Code Violations,Other,17
963,1063,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,3
964,1064,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Crimes Against Property,Fraud,1
965,1065,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Crimes Against the Person,Other,4
966,1066,2014,D12,028,Rustic (28),Male,35 to 44,Adult,Total Arrests,Total Arrests,29
967,1067,2014,D12,028,Rustic (28),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
968,1068,2014,D12,028,Rustic (28),Male,45 to 54,Adult,Other Criminal Code Violations,Other,3
969,1069,2014,D12,028,Rustic (28),Male,45 to 54,Adult,Controlled Drugs and Substances Act,Other,2
970,1070,2014,D12,028,Rustic (28),Male,45 to 54,Adult,Total Arrests,Total Arrests,9
971,1071,2014,D12,028,Rustic (28),Male,45 to 54,Adult,Crimes Against the Person,Other,1
972,1072,2014,D12,028,Rustic (28),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
973,1073,2014,D12,028,Rustic (28),Male,45 to 54,Adult,Crimes Against Property,Other,2
974,1074,2014,D12,028,Rustic (28),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,1
975,1075,2014,D12,028,Rustic (28),Male,45 to 54,Adult,Crimes Against the Person,Assaults,3
976,1076,2014,D12,028,Rustic (28),Male,55 to 64,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
977,1077,2014,D12,028,Rustic (28),Male,55 to 64,Adult,Other Criminal Code Violations,Other,1
978,1078,2014,D12,028,Rustic (28),Male,55 to 64,Adult,Crimes Against Property,Break and Enter,1
979,1079,2014,D12,028,Rustic (28),Male,55 to 64,Adult,Crimes Against Property,Theft Under $5000,1
980,1080,2014,D12,028,Rustic (28),Male,55 to 64,Adult,Crimes Against the Person,Other,2
981,1081,2014,D12,028,Rustic (28),Male,55 to 64,Adult,Crimes Against the Person,Assaults,1
982,1082,2014,D12,028,Rustic (28),Male,55 to 64,Adult,Total Arrests,Total Arrests,5
983,1083,2014,D12,028,Rustic (28),Male,55 to 64,Adult,Crimes Against Property,Other,1
984,1084,2014,D12,028,Rustic (28),Male,65+,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
985,1085,2014,D12,028,Rustic (28),Male,65+,Adult,Total Arrests,Total Arrests,1
986,1086,2014,D12,029,Maple Leaf (29),Female,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,1
987,1087,2014,D12,029,Maple Leaf (29),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
988,1088,2014,D12,029,Maple Leaf (29),Female,18 to 24,Adult,Crimes Against the Person,Robbery,1
989,1089,2014,D12,029,Maple Leaf (29),Female,18 to 24,Adult,Crimes Against the Person,Firearm-Related,1
990,1090,2014,D12,029,Maple Leaf (29),Female,18 to 24,Adult,Total Arrests,Total Arrests,1
991,1091,2014,D12,029,Maple Leaf (29),Female,18 to 24,Adult,Crimes Against Property,Other,1
992,1092,2014,D12,029,Maple Leaf (29),Female,25 to 34,Adult,Crimes Against Property,Other,1
993,1093,2014,D12,029,Maple Leaf (29),Female,25 to 34,Adult,Crimes Against the Person,Assaults,1
994,1094,2014,D12,029,Maple Leaf (29),Female,25 to 34,Adult,Total Arrests,Total Arrests,1
995,1095,2014,D12,029,Maple Leaf (29),Female,25 to 34,Adult,Other Criminal Code Violations,Other,1
996,1096,2014,D12,029,Maple Leaf (29),Female,35 to 44,Adult,Total Arrests,Total Arrests,1
997,1097,2014,D12,029,Maple Leaf (29),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
998,1098,2014,D12,029,Maple Leaf (29),Female,45 to 54,Adult,Controlled Drugs and Substances Act,Other,1
999,1099,2014,D12,029,Maple Leaf (29),Female,45 to 54,Adult,Other Criminal Code Violations,Other,1
1000,1100,2014,D12,029,Maple Leaf (29),Female,45 to 54,Adult,Total Arrests,Total Arrests,1
1001,1151,2014,D12,030,Brookhaven-Amesbury (30),Female,25 to 34,Adult,Crimes Against Property,Break and Enter,1
1002,1152,2014,D12,030,Brookhaven-Amesbury (30),Female,25 to 34,Adult,Crimes Against Property,Fraud,2
1003,1153,2014,D12,030,Brookhaven-Amesbury (30),Female,25 to 34,Adult,Other Criminal Code Violations,Other,3
1004,1154,2014,D12,030,Brookhaven-Amesbury (30),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,15
1005,1155,2014,D12,030,Brookhaven-Amesbury (30),Female,25 to 34,Adult,Total Arrests,Total Arrests,20
